amt,lat,long,merch_lat,merch_long,city_pop,distance,time_since_last_transaction
107.23,48.8878,-118.2105,49.159047,-118.186462,149,0.27231004471557946,0.0
1.1,40732,-73.1,40.47841,-72.974367,4056,0.2830044854573858,6633.0
10.09,36385,-98.0727,36.120627,-97.940436,1078,0.29561266688861193,2135.0
4.27,40.3359,-79.6607,40.351813,-79.958146,1472,0.2978713589538211,0.0
96.29,41.6125,-122.5258,41.65752,-122.230347,589,0.2988633058925191,0.0
78.56,44.6873,-104.4414,44.678642,-104.128312,110,0.313207689413917,0.0
130.89,33.5567,-90.5451,33.595647,-90.234118,1686,0.3134113481241644,0.0
73.77,39.3543,-82.50299999999999,39.368373,-82.185404,321,0.3179076415328632,0.0
5.05,44.2415,-121.0113,44.245679,-121.333658,2016,0.3223850868216398,0.0
53.87,37.0581,-86.1938,36.784818,-86.36912199999999,6841,0.3246857791896635,0.0
122.05,41.4193,-99.3844,41.609064,-99.650276,73,0.32665030701348163,0.0
91.16,27.5155,-99.4986,27.588953000000004,-99.816911,248858,0.3266760412549503,0.0
99.08,34.3795,-118523,34.370236,-118.195791,34882,0.3273401157466002,0.0
69.75,38.9087,-77.0414,38.919299,-77.37165,601723,0.3304200376808349,0.0
1.34,39.6094,-100.4112,39.610886,-100.744194,169,0.3329973156528436,0.0
795.22,40.3359,-79.6607,40.352547,-79.327751,1472,0.3333649039866067,44580.0
2.3,39.9458,-75.9703,39.692008,-75.75402199999999,3066,0.3334464762866744,4846.0
2.76,37.3304,-121.7913,37.548452000000005,-121.536454,973849,0.3353999976446086,0.0
82.22,40.5891,-75.4645,40.586238,-75.802249,166081,0.3377611257160918,0.0
51.64,33.3645,-81.2718,33.630045,-81.492964,4913,0.3455830752814761,6241.0
105.66,36.4899,-79.4736,36.174356,-79.619973,3402,0.34784058283213065,0.0
56.34,32.3836,-94.8653,32.044628,-94.761666,24536,0.35446018498556187,0.0
464.74,41.4575,-74.1659,41.430203000000006,-74.52109399999999,2258,0.3562413561688171,0.0
47.51,33141,-82515,33.44865,-82.696711,741,0.3573057654460656,0.0
82.8,36.3846,-89.4649,36.294205,-89.81128199999999,5577,0.3579828849945122,0.0
4.47,33.0437,-81.7106,32.826449,-82.00013100000001,1100,0.36197540933329747,0.0
39.98,38.7897,-93.8702,38.995701,-93.569356,2368,0.3646142130210999,0.0
5.61,33.0771,-99959,32.715671,-100.074321,932,0.37938088391746827,0.0
9.52,40.1362,-95.2138,39.790646,-95.043146,1631,0.38539636042910996,4024.0
6.36,40.2367,-74.0067,39.926556,-73.774415,1533,0.38748628615861513,0.0
57.36,38.7897,-93.8702,38.508607,-93.603368,2368,0.3875726910825888,1769.0
1.53,39.9636,-79.7853,39.918242,-80.170451,184,0.3878126364173748,167.0
8.95,42.2619,-94.5566,42.658626,-94.486224,695,0.4029197196117364,0.0
92.31,34.7032,-98.9591,34.622189,-99.357205,540,0.40626392055656396,0.0
50.16,38.7897,-93.8702,38.964313,-93.497747,2368,0.4113525701609176,7985.0
113.4,43.0048,-108.8964,42.868965,-108.50335,1645,0.4158598919407856,0.0
81.72,31882,-88.9981,31.86215,-89.414288,4573,0.41666110190897887,68.0
134.66,44.0577,-76.0196,43.994486,-75.60383900000001,1271,0.42053920021442753,0.0
195.41,34.2853,-91.3336,34.671217,-91.163322,5161,0.4218133807420088,1197.0
75.1,40.7152,-89.2706,41.114699,-89.132387,6713,0.4227319296788463,4624.0
10.26,40732,-73.1,40.711398,-73.523504,4056,0.42400481178874244,0.0
54.04,38.1372,-81.5962,38.315208,-81.20918,630,0.42599451694123214,0.0
2.67,37.2692,-82.9161,37.622362,-82.676007,798,0.4270457199094777,3446.0
66.01,32.3836,-94.8653,32.701522,-95.152907,24536,0.42870990720182106,9586.0
1.86,29.9912,-90.2479,29.748642,-90.602809,68211,0.42987763566507375,0.0
51.84,43.7857,-124.1437,44.047555,-123.800294,260,0.43185150440979514,0.0
99.0,37.1046,-83.5706,36.823545,-83.90104000000001,467,0.4338000767922982,0.0
51.04,42.3066,-71.9202,41.948237,-71.668538,4845,0.43790158941593377,0.0
71.22,27.7898,-82.7243,27.630593,-82.308891,341043,0.4448724605209867,0.0
57.34,42728,-71181,42.26876,-71.217297,47249,0.46067217173278596,0.0
5.34,31.8599,-102.7413,31.40441,-102.658364,23,0.4629789630166788,0.0
8.31,41.2639,-80.8164,40.862123,-80.581478,75903,0.46541712883498493,0.0
844.8,35.9946,-81.7266,35.987802,-81.25433199999999,885,0.4723169239271583,36005.0
59.7,37.2876,-77295,36.962777,-77.640054,31970,0.4738905403624343,0.0
103.31,39.9458,-75.9703,40.363656,-75.732708,3066,0.4806803461761222,0.0
84.88,34.3396,-89.5736,34.097789,-89.991146,4198,0.4825113696453178,0.0
46.22,42.1939,-76.7361,42.674876,-76.692667,520,0.4829330575400671,0.0
9.55,31.9571,-98.9656,31.62635,-98.610225,1791,0.4854760067449243,0.0
145.21,37.2692,-82.9161,37.693205,-82.671226,798,0.48963610559373466,2580.0
71.54,40.4603,-79.0097,40.921893,-79.189728,922,0.4954575445313182,0.0
43.76,39.8016,-75.3478,39.319878,-75.464026,504,0.49554471882969076,0.0
2.9,37.1788,-82695,37.289605,-83.179743,502,0.4972459392232463,0.0
128.24,48.8328,-108.3961,49.17672,-108.757243,192,0.4987035520717712,0.0
83.07,48.34,-122.3456,48.682111,-122.719904,85,0.507093108548118,0.0
185.98,34.2853,-91.3336,34.077371,-91.79756,5161,0.5084224135903138,0.0
55.25,40.5891,-75.4645,40.222565,-75.817419,166081,0.5088219008513678,9053.0
61.0,42.6315,-75.1866,43.123814,-75.05216899999999,165,0.5103378962579617,0.0
295.26,64.7556,-165.6723,64.445035,-166.080207,145,0.5126780079874633,1764.0
58.26,38.9583,-76.2842,39.240962,-76.71273199999999,5848,0.5133590179085126,0.0
212.45,30.8985,-87.1332,31.414174,-87.138632,5719,0.5157026089714891,0.0
27.03,38577,-90.5255,38.984909,-90.842219,92608,0.5164307090423719,0.0
1.13,38.138000000000005,-89.2231,38.421437,-88.791348,2135,0.516474900138427,0.0
56.66,44.5232,-86.2061,44.00529,-86.25199,680,0.5199390927791452,0.0
117.29,31.6453,-90.1801,32.035674,-89.835532,1196,0.5206908550185971,0.0
42.79,43.2064,-90.9405,43.718963,-90.833148,153,0.5236843332323408,0.0
66.21,46368,-87.9938,46.412038,-88.516663,1038,0.524714267209308,0.0
2.1,41.6125,-122.5258,41.096733,-122.623454,589,0.5249303782455298,5652.0
132.23,42.5232,-72811,42.079574,-73.094399,1506,0.5264209542533382,0.0
72.9,35.0296,-82.5136,35.276815,-82.047186,5648,0.5278799822128121,4090.0
75.42,31.4467,-103.5791,31.153295,-104.021759,12747,0.5310682482562908,0.0
117.77,31.1989,-81.3322,31.167024,-80.801294,298,0.531862068784757,0.0
4.58,40.0113,-80.9701,39.483001,-80.898262,128,0.533160887204788,14181.0
3.74,26.7197,-80.1248,26.192035,-80.03285699999999,459921,0.5356154100415699,0.0
47.85,40.8295,-72.6473,40.712685,-72.124522,3255,0.5356702171196408,0.0
8.57,31.6489,-82.1982,32.023302,-82.58345,1324,0.5372098473632062,0.0
68.34,34048,-85.9246,33.859978000000005,-86.433097,67082,0.5421452494424389,0.0
84.23,37.9931,-100.9893,37.814677,-101.502441,2691,0.5432756692600939,4248.0
8.7,64.7556,-165.6723,65.02349699999999,-166.148374,145,0.5462739752953445,0.0
57.43,41.4575,-74.1659,41.573231,-74.70091500000001,2258,0.5473889975017912,2649.0
2.73,38097,-86.1723,37.997357,-86.71446,350,0.5512405945220247,13267.0
215.99,42825,-124.4409,42.988724,-123.904978,217,0.5603730349151337,0.0
79.96,38.7894,-77.2818,38.293496000000005,-77.544774,43102,0.5613164008756522,3919.0
69.3,38577,-90.5255,38.166105,-90.912756,92608,0.5646254604257614,6582.0
207.36,40.6729,-73.5365,40.202538,-73.859212,34496,0.5704239177909695,0.0
55.52,42.9207,-91.0685,42.490555,-90.693676,878,0.5705416303837955,0.0
6.92,44.1111,-94.9134,43.989863,-95.473244,914,0.5728208397963522,7552.0
102.1,30592,-97.2893,31.070756,-96.972356,1766,0.5741609588538703,0.0
70.53,45.8289,-118.4971,46.043252,-117.962133,1302,0.5763128239012314,0.0
67.45,44.4971,-67.9503,44.384263,-68.52300799999999,1131,0.5837179471568368,0.0
65.94,38.0828,-76.3477,37.880204,-76.895937,313,0.5844732221282685,0.0
56.65,39.8127,-120.6405,39.25212,-120.809112,1725,0.5853887109810032,4571.0
45.24,44.0948,-70.23899999999999,44.679745,-70.15094,23045,0.5915363189399231,7775.0
9.03,38.9757,-77.0282,38.880898,-76.44111600000001,601723,0.5946890298803138,0.0
143.18,44.0948,-70.23899999999999,44.676757,-70.115624,23045,0.5948912398287619,0.0
81.85,34.0326,-82.2027,33.828472999999995,-81.642924,1523,0.5958330322372217,0.0
54.02,42.3496,-73.5873,42.041783,-73.076424,4015,0.5964441238414508,0.0
59.19,41.4802,-86.6919,41.537215,-86.095249,1423,0.5993689398242205,0.0
23.89,38.8582,-76.6145,39.366148,-76.29457,3289,0.6003052353628234,0.0
158.49,32.8224,-85.7704,32.823643,-85.16965,8269,0.600751285932031,0.0
123.9,39.8127,-120.6405,39.229442,-120.493701,1725,0.6014481199280627,7310.0
103.95,39.2667,-77.5101,38.686194,-77.667796,100,0.6015440503005579,0.0
88.53,41.5177,-78.2536,41.0094,-77.92501700000001,4533,0.605256704125609,0.0
119.47,41.141000000000005,-84.5722,41.746779,-84.601964,6284,0.6065097629362526,0.0
129.06,39.3716,-77.8229,39.21163,-78.409044,1925,0.6075814263421726,15916.0
39.92,45.2857,-108.9082,45.384511,-109.50803700000002,1446,0.6079210806428968,0.0
146.38,44.6001,-84.2931,44.733358,-84.893102,864,0.6146219118840505,0.0
2.83,41.0592,-73.7395,40.461367,-73.884005,11250,0.6150495841100876,8968.0
62.13,32.0758,-96701,31.55445,-96.369832,1563,0.6176391071847669,4214.0
1.27,43.3392,-75.7543,43.937917,-75.91701,6460,0.6204325831135903,6750.0
2.07,36.2395,-95.9596,35.891929,-96.473787,413574,0.6206398883491202,0.0
46.28,40.6152,-74415,40.021888,-74.228188,71485,0.6220272121764502,0.0
177.57,38.9999,-109615,38.419431,-109.380252,46,0.6261396676980231,594.0
75.77,42.2848,-71.7205,42.889256,-71.88810699999999,35299,0.6272632321322555,0.0
3.35,41.4768,-95.3509,41.907592,-95.809232,2036,0.6290071299182561,0.0
57.69,38.4921,-85.4524,38.274726,-84.86197800000001,564,0.6291657921088745,0.0
34.76,39.3391,-95.0999,38.78936,-95.405907,1442,0.629169573047677,0.0
68.47,48.2777,-112.8456,47.930197,-112.320743,743,0.6294705755299562,19099.0
701.88,42.0716,-75.0152,41.456892,-75.169086,1228,0.6336772256125287,9277.0
50.74,33.6372,-96.6184,34.266941,-96.709668,46563,0.636320339848573,0.0
55.18,26.7383,-80.27600000000001,27.346033,-80.475563,26551,0.6396599020245001,117.0
49.61,64.7556,-165.6723,65.347667,-165.91454199999998,145,0.6397065882519802,27026.0
98.24,31.4285,-90.8578,30.906565000000004,-90.486622,2799,0.6404601876065332,0.0
113.19,44.0577,-76.0196,44.465636,-75.525258,1271,0.6409257313137057,208.0
181.35,32153,-90.1217,31.939812,-90.726209,19685,0.6409994184279664,0.0
120.08,42.0158,-73.2913,41.742354,-72.711546,647,0.6410050042176033,0.0
59.03,42958,-77.3083,43.039468,-76.67188399999999,10717,0.6416091957570546,9096.0
3.67,33357,-89.0473,33.663412,-89.613292,1923,0.6436111075859354,0.0
83.69,26.6939,-81.9452,26.686504,-81.299918,156391,0.6453243838101835,0.0
4.12,39.9636,-79.7853,40.2586,-79.20863299999999,184,0.6477421005994731,5316.0
64.72,36.8809,-82.0956,36.265214,-81.891953,9521,0.6484915968653698,0.0
23.8,40.7268,-124.2174,40.110823,-124.429537,276,0.6514827482734993,0.0
5.38,31.8092,-106.4247,32.370748,-106.759414,749635,0.6537351283968161,0.0
7.81,34.7032,-98.9591,35.07159,-99.499248,540,0.6538127055999948,1737.0
175.26,41606,-109.23,42.25722,-109.312091,27971,0.6563736898147214,0.0
327.68,40.3359,-79.6607,40.236755,-80.30996800000001,1472,0.6567942347866708,2613.0
176.57,39047,-122.9328,38.76254,-122.339375,11256,0.6580810909188876,0.0
59.84,31929,-97.6443,32.3623,-97.137624,2526,0.6666854273013607,0.0
198.39,36522,-87.34899999999999,37.179198,-87.485381,151785,0.6711996635614512,0.0
43.83,41229,-85.3244,40.913327,-85.920254,7692,0.6743081137321434,0.0
62.54,44.0575,-69.9656,43.585423,-70.449359,3224,0.6759285938692081,0.0
92.99,40.1008,-80.0652,40.706082,-80.366274,632,0.6760265179710061,0.0
75.73,42.2701,-78.6847,41.856329,-78.14814100000001,1453,0.6775706612022057,0.0
50.68,38.5677,-109.5271,38.482541,-108.853856,9772,0.6786085313470614,0.0
51.33,42.73,-104.7024,42.508248,-105.34481,241,0.6796061783150559,0.0
104.14,44.8816,-73.6408,44.594456,-73.024653,2148,0.6797711396823171,0.0
45.4,33615,-117.7114,33.916129,-117.095988,45303,0.6851354642587025,0.0
4.73,35.8596,-86421,35.740311,-85.744277,158701,0.6871563753979247,0.0
1.14,41.2403,-82.6078,40.579001,-82.413607,23805,0.6892222345876539,11454.0
321.15,38.6411,-100138,38.605741,-99.447528,269,0.691376772581347,18200.0
184.83,37.9931,-100.9893,37.392254,-101.332313,2691,0.6918625830936342,392.0
59.56,26.1184,-81.7361,25.801181,-82.351291,276002,0.6921617299750206,0.0
56.61,42.7045,-74.3648,43.237146,-73.916515,1304,0.6961833110187275,0.0
217.59,36385,-98.0727,36.417694,-97.376429,1078,0.6970381647205511,19752.0
35.0,38.5234,-120.6763,38.370985,-121.358847,832,0.6993573760488988,0.0
130.4,42.9385,-88395,42.236269,-88.397336,2328,0.7022348853887826,0.0
187.35,42.9373,-87.9943,42.776576,-87.308852,13973,0.7040391785120997,0.0
7.77,32.9396,-105.8189,32.863258,-106.520205,899,0.7054479456267531,0.0
111.81,39.7532,-105.6356,40.417719,-105.38411,565,0.710515813660043,0.0
89.95,44.9673,-93.2828,44.479202,-93.79996,1022298,0.7111217358539992,0.0
67.91,40.7268,-124.2174,41.137569,-123.63216,276,0.7150084118113579,865.0
32.6,40029,-93.1607,39.335685,-92.982647,602,0.7158132158838711,6836.0
85.88,26.1184,-81.7361,26.090246,-82.45350400000001,276002,0.71795622911987,846.0
193.1,34.1248,-117.9031,33.437683,-117.678285,59705,0.7229602727079805,0.0
4.02,42.8062,-100.6215,42.47559,-101.265846,4005,0.7242131867178327,0.0
60.71,42.5164,-82.9832,42.338025,-82.279667,134056,0.7257935813397558,0.0
16.71,35584,-80.8685,35.262871000000004,-80.21576999999999,69793,0.7274477902509612,0.0
25.58,30.4066,-91.1468,29.737426,-90.853194,378909,0.7307518905292004,0.0
1.42,41.4193,-99.3844,40.790587,-99.011834,73,0.7308115083419264,2897.0
203.26,33.6773,-118.0051,33.010001,-117.705689,190249,0.7313924407060788,0.0
208.08,38.9757,-77.0282,39.480354,-77.557963,601723,0.7316587291114607,8439.0
317.14,35.2563,-111.95,35.268124,-112.682895,759,0.7329903737437475,0.0
623.43,38.5294,-82.6654,39.18755,-82.342372,21635,0.7331497195552924,1462.0
209.89,33.5623,-112.0559,33.133990999999995,-111.460639,1312922,0.7333377513819926,8406.0
5.27,41.1901,-74.0436,41.788775,-74.471154,9993,0.7356726028207118,0.0
102.45,40.4308,-79.9205,41.113589000000005,-80.195802,687276,0.7362010660987983,562.0
94.48,48.8878,-118.2105,49.513555,-117.819653,149,0.737787704854176,5209.0
5.15,26.1184,-81.7361,26.115288,-80.998008,276002,0.7380985604971684,0.0
85.24,34.7437,-102.5064,34.404171000000005,-103.162568,53,0.7388074079656933,0.0
966.11,64.7556,-165.6723,65.468863,-165.473127,145,0.7405497897494789,50915.0
768.15,64.7556,-165.6723,64.623325,-166.403973,145,0.743533492556995,52909.0
63.58,41.0935,-81.0425,41.8136,-81.23076999999999,2644,0.7443047782326799,0.0
75.82,28.1384,-80.6524,28.802621,-80.313624,139650,0.7456263910411126,0.0
89.7,44.8232,-89.1665,44.20441,-88.748573,3223,0.7467021102347317,0.0
9.07,44797,-73.5112,44.070021,-73.68845400000001,4778,0.7482763172498524,0.0
8.68,41.5403,-122.9366,41.013729,-122.403496,308,0.7493176181413316,0.0
2.74,45.3637,-84.4695,44.750465000000005,-84.026088,937,0.7567505315287136,0.0
6.0,42.73,-104.7024,42.770247,-103.945514,241,0.7579553007961561,11637.0
296.32,34.0442,-94.3386,34.776591,-94.138256,11253,0.7592985547312799,5238.0
303.47,36.7558,-83.1838,36.394203000000005,-82.51428299999999,581,0.7609240459454643,0.0
9.03,42.6835,-77.8664,42.162056,-77.311734,4895,0.7612872103825202,0.0
67.36,43.3526,-102.5411,44.088943,-102.74046,1126,0.7628534742983062,0.0
967.92,34.0442,-94.3386,34.371875,-93.649208,11253,0.7633035014258754,64697.0
80.36,47.3551,-96798,46.60956,-96.630804,771,0.764057847296917,0.0
90.22,20.0827,-155488,19.560013,-156.045889,4878,0.7644879569293326,0.0
48.66,40.8731,-96.1528,41.066297,-95.412102,1517,0.7654793321919224,0.0
51.75,43.0498,-78851,42.750385,-78.143849,45100,0.7679270011049176,14312.0
68.96,41.36600000000001,-98.0054,41.182138,-98.751918,1749,0.7688266120316173,0.0
69.72,39.7417,-93.6289,39.053407,-93.972916,271,0.7694766156973191,0.0
855.88,40029,-93.1607,40.786018,-93.301092,602,0.7699260782620563,69183.0
22.08,40.4971,-82.8342,40.006116,-82.23955600000001,267,0.7711464030856854,0.0
138.38,37.7256,-81.1087,37.008141,-81.411206,3994,0.778625260775042,0.0
7.25,41.0592,-73.7395,41.352385,-73.014093,11250,0.7824146981454315,0.0
87.91,40.4855,-90.2856,40.55495,-89.50587,631,0.7828168211018467,0.0
71.06,41.5855,-93.6719,41.682353000000006,-92.894826,222785,0.7830865246478188,0.0
9.34,39.9636,-79.7853,39.646451,-80.502965,184,0.7846187229642151,5814.0
2.11,44.6255,-116.4493,44.710102,-117.229968,129,0.7852388328578818,0.0
9.5,33.9568,-81.1405,34.099428,-81.916669,52126,0.78916478820649,0.0
55.78,34.4959,-86259,35.255978000000006,-86.041872,5901,0.7904828489398185,0.0
19.91,39.0305,-76.5515,39.21153,-77.322292,92106,0.7917652228811266,0.0
49.53,43.0172,-111.0292,43.038723,-111.821595,471,0.7926872495215236,7484.0
3.17,31.6591,-96.8094,31.379123,-97.555052,263,0.7964822820584332,0.0
60.77,45.7549,-84447,45.323099,-85.11654300000001,95,0.7967056749201715,0.0
1.46,42.32,-78.0943,42.817788,-77.47053199999999,1766,0.7980472484558891,0.0
84.46,32.5486,-80307,32.193417,-79.590657,2408,0.799563791787757,0.0
69.54,36.6403,-81.7776,35.906566,-82.096532,3085,0.8000520004224734,0.0
138.23,37.5802,-80.5248,38.06715,-79.888697,2443,0.8010913363087928,0.0
75.34,39.2335,-77.1458,38.817293,-77.83346800000001,135332,0.8038131282039517,0.0
7.06,37.2876,-77295,37.426207,-76.502881,31970,0.804154469371401,1140.0
8.75,36.1043,-97.0609,36.645091,-96.464764,55345,0.8048807589804842,0.0
5.45,41.6983,-70.3001,40.894288,-70.390538,1850,0.8090823987629451,12610.0
157.07,36.0434,-90.2907,35.632995,-89.589641,1120,0.8123521314713212,0.0
123.51,44.2541,-68.5565,44.192713,-69.367216,824,0.8130367743374216,0.0
4.1,40.7152,-89.2706,40.020043,-89.693412,6713,0.8136419617946193,1771.0
48.68,41.0472,-79.8089,40.237898,-79.89407299999999,139,0.8137715693811083,0.0
315.34,29.44,-98459,28.953283000000003,-97.806528,1595797,0.8140105336376199,6104.0
56.76,37.2692,-82.9161,36.624336,-83.415352,798,0.8155379439363911,0.0
3.43,40.3359,-79.6607,39.748546000000005,-79.094688,1472,0.8156925312027798,13002.0
75.85,40.0897,-74.9781,39.485164000000005,-75.526021,1526206,0.8158928836170822,0.0
62.94,31.8287,-99427,31.915403,-98.614828,5908,0.8167868557910358,0.0
6.37,33.9143,-118.3493,34.108257,-117.549012,93193,0.8234562531142704,4267.0
49.54,26.4215,-99.0025,26.568321,-99.814054,18128,0.8247280163526648,0.0
7.77,27.5155,-99.4986,26.763749,-99.838161,248858,0.8248825605636236,12488.0
1.67,39596,-86.1309,39.332626,-85.348522,78968,0.8255187452505185,0.0
61.08,39.5803,-87.4616,40.134218,-88.07560500000001,205,0.8269385048170165,10310.0
221.81,40.8095,-72.8229,40.011959,-72.594808,3285,0.8295164899777494,0.0
56.31,32.7004,-97.6039,32.979984,-98.388752,13602,0.8331625741474477,0.0
45.04,30.5668,-90482,31.377997,-90.675927,8512,0.8340553064023996,0.0
8.34,43.0622,-77.2218,42.624988,-76.508987,9565,0.8362157053733155,0.0
61.71,35.8985,-97.2607,36.694647,-97.517515,1493,0.8365428798537522,0.0
92.56,32.5104,-86.8138,33.347838,-86.819795,1089,0.8374594580449909,0.0
16.65,48.4786,-122.3345,49.073601,-122.924793,14871,0.838136036601447,0.0
9.59,42.8511,-93.62,43.280848,-94.340312,3032,0.838768574070337,0.0
101.35,46.3481,-87.0436,46.796891,-86.331091,137,0.842070327681718,0.0
124.7,39.8936,-79.7856,39.088298,-79.53827199999999,328,0.8424265254537046,14090.0
62.62,20.0271,-155.3697,19.209212,-155.16214,1490,0.8438139215158756,0.0
53.6,39.7562,-98.4462,40.332519,-99.062962,242,0.8441202250894068,0.0
